userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed
Rehan,5,2025-09-30 08:16:39,papa aku pun main ff,papa aku pun main ff,papa aku pun main ff,"['papa', 'aku', 'pun', 'main', 'ff']","['papa', 'aku', 'main', 'ff']","['papa', 'aku', 'main', 'ff']",papa aku main ff
itta,5,2025-09-30 08:11:12,MAAF TETAPI FF MUSUH NYA TERLALU SUSAH MAAF🙏🙏🙏,maaf tetapi ff musuh nya terlalu susah maaf🙏🙏🙏,maaf tetapi ff musuh nya terlalu susah maaf,"['maaf', 'tetapi', 'ff', 'musuh', 'nya', 'terlalu', 'susah', 'maaf']","['maaf', 'ff', 'musuh', 'nya', 'terlalu', 'susah', 'maaf']","['maaf', 'ff', 'musuh', 'nya', 'terlalu', 'susah', 'maaf']",maaf ff musuh nya terlalu susah maaf
Jeand,5,2025-09-30 08:07:10,Free Fire max nya keren Garena aku saranin Untuk Mengadain Mode offline Biar KLO GK ad Kouta bisa main.,free fire max nya keren garena aku saranin untuk mengadain mode offline biar klo gk ad kouta bisa main.,free fire max nya keren garena aku saranin untuk mengadain mode offline biar klo gk ad kouta bisa main,"['free', 'fire', 'max', 'nya', 'keren', 'garena', 'aku', 'saranin', 'untuk', 'mengadain', 'mode', 'offline', 'biar', 'klo', 'gk', 'ad', 'kouta', 'bisa', 'main']","['free', 'fire', 'max', 'nya', 'keren', 'garena', 'aku', 'saranin', 'mengadain', 'mode', 'offline', 'biar', 'klo', 'gk', 'ad', 'kouta', 'main']","['free', 'fire', 'max', 'nya', 'keren', 'garena', 'aku', 'saranin', 'mengadain', 'mode', 'offline', 'biar', 'klo', 'gk', 'ad', 'kouta', 'main']",free fire max nya keren garena aku saranin mengadain mode offline biar klo gk ad kouta main
Sukaedah Atang,1,2025-09-30 08:06:37,"game burik gajelas depan wifi pun ga menjamin bakalan lancar main, jangan dowloand","game burik gajelas depan wifi pun ga menjamin bakalan lancar main, jangan dowloand",game burik gajelas depan wifi pun ga menjamin bakalan lancar main jangan dowloand,"['game', 'burik', 'gajelas', 'depan', 'wifi', 'pun', 'ga', 'menjamin', 'bakalan', 'lancar', 'main', 'jangan', 'dowloand']","['game', 'burik', 'gajelas', 'depan', 'wifi', 'ga', 'menjamin', 'bakalan', 'lancar', 'main', 'jangan', 'dowloand']","['game', 'burik', 'gajelas', 'depan', 'wifi', 'ga', 'jamin', 'bakal', 'lancar', 'main', 'jangan', 'dowloand']",game burik gajelas depan wifi ga jamin bakal lancar main jangan dowloand
Kristiana Dewi,5,2025-09-30 08:02:17,basgua banget FF karena aku akhirnya bisa boyah di BR rangket🥰,basgua banget ff karena aku akhirnya bisa boyah di br rangket🥰,basgua banget ff karena aku akhirnya bisa boyah di br rangket,"['basgua', 'banget', 'ff', 'karena', 'aku', 'akhirnya', 'bisa', 'boyah', 'di', 'br', 'rangket']","['basgua', 'banget', 'ff', 'aku', 'akhirnya', 'boyah', 'br', 'rangket']","['basgua', 'banget', 'ff', 'aku', 'akhir', 'boyah', 'br', 'rangket']",basgua banget ff aku akhir boyah br rangket
Admin Ahmadlaega,2,2025-09-30 08:00:15,coba peak old di kembalikan,coba peak old di kembalikan,coba peak old di kembalikan,"['coba', 'peak', 'old', 'di', 'kembalikan']","['coba', 'peak', 'old', 'kembalikan']","['coba', 'peak', 'old', 'kembali']",coba peak old kembali
Ci That,5,2025-09-30 07:55:12,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
trisatya loka Syahputra,1,2025-09-30 07:54:52,game ini sangat jelek,game ini sangat jelek,game ini sangat jelek,"['game', 'ini', 'sangat', 'jelek']","['game', 'sangat', 'jelek']","['game', 'sangat', 'jelek']",game sangat jelek
Minarti Munawarah,1,2025-09-30 07:50:44,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah,"['tolong', 'kasih', 'saya', 'hoki', 'setiap', 'kali', 'say', 'sepin', 'pasti', 'tidak', 'dapat', 'dan', 'sekali', 'lagi', 'grafik', 'nya', 'dibuat', 'yg', 'paling', 'rendah']","['kasih', 'hoki', 'kali', 'say', 'sepin', 'sekali', 'grafik', 'nya', 'dibuat', 'yg', 'paling', 'rendah']","['kasih', 'hoki', 'kali', 'say', 'pin', 'sekali', 'grafik', 'nya', 'buat', 'yg', 'paling', 'rendah']",kasih hoki kali say pin sekali grafik nya buat yg paling rendah
Sema Aja,3,2025-09-30 07:48:55,main nya selalu ngelek dan jaringanya jelek,main nya selalu ngelek dan jaringanya jelek,main nya selalu ngelek dan jaringanya jelek,"['main', 'nya', 'selalu', 'ngelek', 'dan', 'jaringanya', 'jelek']","['main', 'nya', 'selalu', 'ngelek', 'jaringanya', 'jelek']","['main', 'nya', 'selalu', 'ngelek', 'jaringanya', 'jelek']",main nya selalu ngelek jaringanya jelek
Muh nur Qolby,5,2025-09-30 07:48:48,game paling terbaik di dunia,game paling terbaik di dunia,game paling terbaik di dunia,"['game', 'paling', 'terbaik', 'di', 'dunia']","['game', 'paling', 'terbaik', 'dunia']","['game', 'paling', 'baik', 'dunia']",game paling baik dunia
Rizki Rizki,1,2025-09-30 07:48:33,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw APUS ff burikk,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw apus ff burikk,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw apus ff burikk,"['kenapa', 'ff', 'gw', 'gak', 'bisa', 'di', 'buka', 'min', 'tolong', 'jelaskan', 'kalo', 'gk', 'gw', 'suruh', 'semua', 'temen', 'gw', 'apus', 'ff', 'burikk']","['ff', 'gw', 'gak', 'buka', 'min', 'jelaskan', 'kalo', 'gk', 'gw', 'suruh', 'semua', 'temen', 'gw', 'apus', 'ff', 'burikk']","['ff', 'gw', 'gak', 'buka', 'min', 'jelas', 'kalo', 'gk', 'gw', 'suruh', 'semua', 'temen', 'gw', 'apus', 'ff', 'burikk']",ff gw gak buka min jelas kalo gk gw suruh semua temen gw apus ff burikk
Rezz Kemang,2,2025-09-30 07:47:13,sAnGAt. TIdaK ;boLwEH di DoWnloDe. kARENa. adA bOKeP Nya☠️☠️☠️💀💀👽👽,sangat. tidak ;bolweh di downlode. karena. ada bokep nya☠️☠️☠️💀💀👽👽,sangat tidak bolweh di downlode karena ada bokep nya,"['sangat', 'tidak', 'bolweh', 'di', 'downlode', 'karena', 'ada', 'bokep', 'nya']","['sangat', 'bolweh', 'downlode', 'bokep', 'nya']","['sangat', 'bolweh', 'downlode', 'bokep', 'nya']",sangat bolweh downlode bokep nya
Susi Sitopu,5,2025-09-30 07:46:11,Karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya Garena plisss gue palyer gratisan soalnya hehehe,karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya garena plisss gue palyer gratisan soalnya hehehe,karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya garena plisss gue palyer gratisan soalnya hehehe,"['karena', 'gamenya', 'bagus', 'dan', 'banyak', 'eventnya', 'keren', 'tapi', 'tolong', 'kasih', 'lebih', 'banyak', 'bundle', 'gratisan', 'yang', 'langka', 'ya', 'garena', 'plisss', 'gue', 'palyer', 'gratisan', 'soalnya', 'hehehe']","['gamenya', 'bagus', 'banyak', 'eventnya', 'keren', 'kasih', 'lebih', 'banyak', 'bundle', 'gratisan', 'langka', 'garena', 'plisss', 'gue', 'palyer', 'gratisan', 'soalnya', 'hehehe']","['gamenya', 'bagus', 'banyak', 'eventnya', 'keren', 'kasih', 'lebih', 'banyak', 'bundle', 'gratis', 'langka', 'garena', 'plisss', 'gue', 'palyer', 'gratis', 'soal', 'hehehe']",gamenya bagus banyak eventnya keren kasih lebih banyak bundle gratis langka garena plisss gue palyer gratis soal hehehe
Maria Alik salenda,4,2025-09-30 07:43:18,Ini bagus serta enak di main ka,ini bagus serta enak di main ka,ini bagus serta enak di main ka,"['ini', 'bagus', 'serta', 'enak', 'di', 'main', 'ka']","['bagus', 'enak', 'main', 'ka']","['bagus', 'enak', 'main', 'ka']",bagus enak main ka
Marsel,1,2025-09-30 07:42:22,game rusak jaringa bagus ngga biasah login gg,game rusak jaringa bagus ngga biasah login gg,game rusak jaringa bagus ngga biasah login gg,"['game', 'rusak', 'jaringa', 'bagus', 'ngga', 'biasah', 'login', 'gg']","['game', 'rusak', 'jaringa', 'bagus', 'ngga', 'biasah', 'login', 'gg']","['game', 'rusak', 'jaringa', 'bagus', 'ngga', 'biasah', 'login', 'gg']",game rusak jaringa bagus ngga biasah login gg
Rofiq Jabrik,5,2025-09-30 07:42:10,sangat bagus!!!!!ni game,sangat bagus!!!!!ni game,sangat bagusni game,"['sangat', 'bagusni', 'game']","['sangat', 'bagusni', 'game']","['sangat', 'bagusni', 'game']",sangat bagusni game
Nesia Azzahra,5,2025-09-30 07:26:56,prime turn weee,prime turn weee,prime turn weee,"['prime', 'turn', 'weee']","['prime', 'turn', 'weee']","['prime', 'turn', 'weee']",prime turn weee
Alfat Alfat,5,2025-09-30 07:25:12,Diamond,diamond,diamond,['diamond'],['diamond'],['diamond'],diamond
Dimas Sinaga,5,2025-09-30 07:23:49,Bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ff.sekarang ada ifen baru SG Aurora gratis,bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ff.sekarang ada ifen baru sg aurora gratis,bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ffsekarang ada ifen baru sg aurora gratis,"['bagus', 'tapi', 'bagiku', 'gk', 'mslh', 'sama', 'dengan', 'sifatnya', 'yang', 'sabar', 'yo', 'mending', 'beli', 'mobil', 'ffsekarang', 'ada', 'ifen', 'baru', 'sg', 'aurora', 'gratis']","['bagus', 'bagiku', 'gk', 'mslh', 'sama', 'sifatnya', 'sabar', 'yo', 'mending', 'beli', 'mobil', 'ffsekarang', 'ifen', 'baru', 'sg', 'aurora', 'gratis']","['bagus', 'bagi', 'gk', 'mslh', 'sama', 'sifat', 'sabar', 'yo', 'mending', 'beli', 'mobil', 'ffsekarang', 'ifen', 'baru', 'sg', 'aurora', 'gratis']",bagus bagi gk mslh sama sifat sabar yo mending beli mobil ffsekarang ifen baru sg aurora gratis
Muhammad Rizki Arfiandi,1,2025-09-30 07:23:36,jelk,jelk,jelk,['jelk'],['jelk'],['jelk'],jelk
Ainsyah Mila,5,2025-09-30 07:23:09,Karena. hebat,karena. hebat,karena hebat,"['karena', 'hebat']",['hebat'],['hebat'],hebat
Cendrawani,3,2025-09-30 07:19:09,"tolong, pihak Garena perbaiki lah sistem sinyal nya, tolong lah agar player ff senang, nyama, jadi tolong lah pihak Garena perbaiki sinyalnya, padahal jaringanya bagus lohh tapi sinyal nya 999+ tolong yah pihak Garena🥲😔","tolong, pihak garena perbaiki lah sistem sinyal nya, tolong lah agar player ff senang, nyama, jadi tolong lah pihak garena perbaiki sinyalnya, padahal jaringanya bagus lohh tapi sinyal nya 999+ tolong yah pihak garena🥲😔",tolong pihak garena perbaiki lah sistem sinyal nya tolong lah agar player ff senang nyama jadi tolong lah pihak garena perbaiki sinyalnya padahal jaringanya bagus lohh tapi sinyal nya tolong yah pihak garena,"['tolong', 'pihak', 'garena', 'perbaiki', 'lah', 'sistem', 'sinyal', 'nya', 'tolong', 'lah', 'agar', 'player', 'ff', 'senang', 'nyama', 'jadi', 'tolong', 'lah', 'pihak', 'garena', 'perbaiki', 'sinyalnya', 'padahal', 'jaringanya', 'bagus', 'lohh', 'tapi', 'sinyal', 'nya', 'tolong', 'yah', 'pihak', 'garena']","['pihak', 'garena', 'perbaiki', 'lah', 'sistem', 'sinyal', 'nya', 'lah', 'player', 'ff', 'senang', 'nyama', 'jadi', 'lah', 'pihak', 'garena', 'perbaiki', 'sinyalnya', 'padahal', 'jaringanya', 'bagus', 'lohh', 'sinyal', 'nya', 'yah', 'pihak', 'garena']","['pihak', 'garena', 'baik', 'lah', 'sistem', 'sinyal', 'nya', 'lah', 'player', 'ff', 'senang', 'nyama', 'jadi', 'lah', 'pihak', 'garena', 'baik', 'sinyal', 'padahal', 'jaringanya', 'bagus', 'lohh', 'sinyal', 'nya', 'yah', 'pihak', 'garena']",pihak garena baik lah sistem sinyal nya lah player ff senang nyama jadi lah pihak garena baik sinyal padahal jaringanya bagus lohh sinyal nya yah pihak garena
Adittya Barus,5,2025-09-30 07:14:51,mantqp,mantqp,mantqp,['mantqp'],['mantqp'],['mantqp'],mantqp
Kevin raka Kevin,1,2025-09-30 07:13:35,Sya sangat suka dengan geme ini knp saya kasih bintang 1 kerena garena selalu apdet tolong garena jangan apdet lagi ya,sya sangat suka dengan geme ini knp saya kasih bintang 1 kerena garena selalu apdet tolong garena jangan apdet lagi ya,sya sangat suka dengan geme ini knp saya kasih bintang kerena garena selalu apdet tolong garena jangan apdet lagi ya,"['sya', 'sangat', 'suka', 'dengan', 'geme', 'ini', 'knp', 'saya', 'kasih', 'bintang', 'kerena', 'garena', 'selalu', 'apdet', 'tolong', 'garena', 'jangan', 'apdet', 'lagi', 'ya']","['sya', 'sangat', 'suka', 'geme', 'knp', 'kasih', 'bintang', 'kerena', 'garena', 'selalu', 'apdet', 'garena', 'jangan', 'apdet']","['sya', 'sangat', 'suka', 'geme', 'knp', 'kasih', 'bintang', 'rena', 'garena', 'selalu', 'apdet', 'garena', 'jangan', 'apdet']",sya sangat suka geme knp kasih bintang rena garena selalu apdet garena jangan apdet
Ardiansyah Saputra,5,2025-09-30 07:13:27,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Arfan M,4,2025-09-30 06:52:25,kasih pencerahan dan support buat penggemar game free fayer,kasih pencerahan dan support buat penggemar game free fayer,kasih pencerahan dan support buat penggemar game free fayer,"['kasih', 'pencerahan', 'dan', 'support', 'buat', 'penggemar', 'game', 'free', 'fayer']","['kasih', 'pencerahan', 'support', 'buat', 'penggemar', 'game', 'free', 'fayer']","['kasih', 'cerah', 'support', 'buat', 'gemar', 'game', 'free', 'fayer']",kasih cerah support buat gemar game free fayer
Hariyono 04,5,2025-09-30 06:49:25,min sg OPM keluarin,min sg opm keluarin,min sg opm keluarin,"['min', 'sg', 'opm', 'keluarin']","['min', 'sg', 'opm', 'keluarin']","['min', 'sg', 'opm', 'keluarin']",min sg opm keluarin
Hiras Tinambunan,5,2025-09-30 06:48:56,akun sultan DM 20000000000000 esge 50 bandel Leng kap baju celana tas sayap emot banyak,akun sultan dm 20000000000000 esge 50 bandel leng kap baju celana tas sayap emot banyak,akun sultan dm esge bandel leng kap baju celana tas sayap emot banyak,"['akun', 'sultan', 'dm', 'esge', 'bandel', 'leng', 'kap', 'baju', 'celana', 'tas', 'sayap', 'emot', 'banyak']","['akun', 'sultan', 'dm', 'esge', 'bandel', 'leng', 'kap', 'baju', 'celana', 'tas', 'sayap', 'emot', 'banyak']","['akun', 'sultan', 'dm', 'esge', 'bandel', 'leng', 'kap', 'baju', 'celana', 'tas', 'sayap', 'emot', 'banyak']",akun sultan dm esge bandel leng kap baju celana tas sayap emot banyak
Wira Hardiansyah,2,2025-09-30 06:46:47,game burik kaku scope kedut kedut scope PNG perang spam glowal 😹😹,game burik kaku scope kedut kedut scope png perang spam glowal 😹😹,game burik kaku scope kedut kedut scope png perang spam glowal,"['game', 'burik', 'kaku', 'scope', 'kedut', 'kedut', 'scope', 'png', 'perang', 'spam', 'glowal']","['game', 'burik', 'kaku', 'scope', 'kedut', 'kedut', 'scope', 'png', 'perang', 'spam', 'glowal']","['game', 'burik', 'kaku', 'scope', 'kedut', 'kedut', 'scope', 'png', 'perang', 'spam', 'glowal']",game burik kaku scope kedut kedut scope png perang spam glowal
Name_,1,2025-09-30 06:45:42,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki Garena mau kalau tidak diperbaiki saya pensi loh,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki garena mau kalau tidak diperbaiki saya pensi loh,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki garena mau kalau tidak diperbaiki saya pensi loh,"['itu', 'saya', 'sudah', 'dekat', 'wifi', 'semua', 'pakai', 'itu', 'semua', 'semua', 'geme', 'lancar', 'tapi', 'ini', 'beda', 'padalan', 'sinyal', 'bagus', 'tapi', 'kayak', 'ngelag', 'cepetan', 'diperbaiki', 'garena', 'mau', 'kalau', 'tidak', 'diperbaiki', 'saya', 'pensi', 'loh']","['dekat', 'wifi', 'semua', 'pakai', 'semua', 'semua', 'geme', 'lancar', 'beda', 'padalan', 'sinyal', 'bagus', 'kayak', 'ngelag', 'cepetan', 'diperbaiki', 'garena', 'mau', 'kalau', 'diperbaiki', 'pensi', 'loh']","['dekat', 'wifi', 'semua', 'pakai', 'semua', 'semua', 'geme', 'lancar', 'beda', 'padalan', 'sinyal', 'bagus', 'kayak', 'ngelag', 'cepetan', 'baik', 'garena', 'mau', 'kalau', 'baik', 'pensi', 'loh']",dekat wifi semua pakai semua semua geme lancar beda padalan sinyal bagus kayak ngelag cepetan baik garena mau kalau baik pensi loh
Dewi Maemunah,5,2025-09-30 06:43:04,bagus tapi sering ngeleg,bagus tapi sering ngeleg,bagus tapi sering ngeleg,"['bagus', 'tapi', 'sering', 'ngeleg']","['bagus', 'sering', 'ngeleg']","['bagus', 'sering', 'ngeleg']",bagus sering ngeleg
"R, Sianipar",5,2025-09-30 06:34:56,gem yg paling aku suka,gem yg paling aku suka,gem yg paling aku suka,"['gem', 'yg', 'paling', 'aku', 'suka']","['gem', 'yg', 'paling', 'aku', 'suka']","['gem', 'yg', 'paling', 'aku', 'suka']",gem yg paling aku suka
Deni Denisangalolo,5,2025-09-30 06:30:16,game apaan niii!!! kok bagus amattt🧢🧢,game apaan niii!!! kok bagus amattt🧢🧢,game apaan niii kok bagus amattt,"['game', 'apaan', 'niii', 'kok', 'bagus', 'amattt']","['game', 'apaan', 'niii', 'kok', 'bagus', 'amattt']","['game', 'apa', 'niii', 'kok', 'bagus', 'amattt']",game apa niii kok bagus amattt
Rina Nose,1,2025-09-30 06:28:32,Garena as kasi musuh pro pro tapi tim nya gob,garena as kasi musuh pro pro tapi tim nya gob,garena as kasi musuh pro pro tapi tim nya gob,"['garena', 'as', 'kasi', 'musuh', 'pro', 'pro', 'tapi', 'tim', 'nya', 'gob']","['garena', 'as', 'kasi', 'musuh', 'pro', 'pro', 'tim', 'nya', 'gob']","['garena', 'as', 'kasi', 'musuh', 'pro', 'pro', 'tim', 'nya', 'gob']",garena as kasi musuh pro pro tim nya gob
Golinho,5,2025-09-30 06:20:40,terima kasih untuk ff sadah menemaniku dari tahu 2013,terima kasih untuk ff sadah menemaniku dari tahu 2013,terima kasih untuk ff sadah menemaniku dari tahu,"['terima', 'kasih', 'untuk', 'ff', 'sadah', 'menemaniku', 'dari', 'tahu']","['terima', 'kasih', 'ff', 'sadah', 'menemaniku', 'tahu']","['terima', 'kasih', 'ff', 'sadah', 'teman', 'tahu']",terima kasih ff sadah teman tahu
decha,5,2025-09-30 06:13:54,menghibur untuk gakada kerjaan di rumah maupun diluar rumah,menghibur untuk gakada kerjaan di rumah maupun diluar rumah,menghibur untuk gakada kerjaan di rumah maupun diluar rumah,"['menghibur', 'untuk', 'gakada', 'kerjaan', 'di', 'rumah', 'maupun', 'diluar', 'rumah']","['menghibur', 'gakada', 'kerjaan', 'rumah', 'maupun', 'diluar', 'rumah']","['hibur', 'gakada', 'kerja', 'rumah', 'maupun', 'luar', 'rumah']",hibur gakada kerja rumah maupun luar rumah
Sarifah Hasibuan,5,2025-09-30 06:12:28,aku game ini sangat enak dimainkan,aku game ini sangat enak dimainkan,aku game ini sangat enak dimainkan,"['aku', 'game', 'ini', 'sangat', 'enak', 'dimainkan']","['aku', 'game', 'sangat', 'enak', 'dimainkan']","['aku', 'game', 'sangat', 'enak', 'main']",aku game sangat enak main
Riki Danil,5,2025-09-30 06:07:44,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Nabil Zulhakim,5,2025-09-30 05:58:00,"game seru, hoki","game seru, hoki",game seru hoki,"['game', 'seru', 'hoki']","['game', 'seru', 'hoki']","['game', 'seru', 'hoki']",game seru hoki
botkilff,2,2025-09-30 05:54:40,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi,"['seru', 'sih', 'tapi', 'ada', 'kaga', 'ngotak', 'jd', 'aku', 'hapus', 'lagi', 'nanti', 'puasa', 'aku', 'download', 'lagi']","['seru', 'sih', 'kaga', 'ngotak', 'jd', 'aku', 'hapus', 'puasa', 'aku', 'download']","['seru', 'sih', 'kaga', 'ngotak', 'jd', 'aku', 'hapus', 'puasa', 'aku', 'download']",seru sih kaga ngotak jd aku hapus puasa aku download
Akmal Lathif,5,2025-09-30 05:54:06,gem nya keren banget 😁😁😁😁😁,gem nya keren banget 😁😁😁😁😁,gem nya keren banget,"['gem', 'nya', 'keren', 'banget']","['gem', 'nya', 'keren', 'banget']","['gem', 'nya', 'keren', 'banget']",gem nya keren banget
Kiki Najah saputra,5,2025-09-30 05:53:42,gg mang,gg mang,gg mang,"['gg', 'mang']","['gg', 'mang']","['gg', 'mang']",gg mang
irval roge,5,2025-09-30 05:50:50,aku mu esge riper,aku mu esge riper,aku mu esge riper,"['aku', 'mu', 'esge', 'riper']","['aku', 'mu', 'esge', 'riper']","['aku', 'mu', 'esge', 'riper']",aku mu esge riper
Naura Lestari,5,2025-09-30 05:47:19,aneh banget sih padahal sinyal bagus tapi eror terus 😭,aneh banget sih padahal sinyal bagus tapi eror terus 😭,aneh banget sih padahal sinyal bagus tapi eror terus,"['aneh', 'banget', 'sih', 'padahal', 'sinyal', 'bagus', 'tapi', 'eror', 'terus']","['aneh', 'banget', 'sih', 'padahal', 'sinyal', 'bagus', 'eror', 'terus']","['aneh', 'banget', 'sih', 'padahal', 'sinyal', 'bagus', 'eror', 'terus']",aneh banget sih padahal sinyal bagus eror terus
Suriani Ani,5,2025-09-30 05:47:00,gamenya bagus lumayan,gamenya bagus lumayan,gamenya bagus lumayan,"['gamenya', 'bagus', 'lumayan']","['gamenya', 'bagus', 'lumayan']","['gamenya', 'bagus', 'lumayan']",gamenya bagus lumayan
Xioami Ponsel,5,2025-09-30 05:46:55,ff memang terbaik,ff memang terbaik,ff memang terbaik,"['ff', 'memang', 'terbaik']","['ff', 'memang', 'terbaik']","['ff', 'memang', 'baik']",ff memang baik
Alfin febri,5,2025-09-30 05:46:02,bagus banget gem nya,bagus banget gem nya,bagus banget gem nya,"['bagus', 'banget', 'gem', 'nya']","['bagus', 'banget', 'gem', 'nya']","['bagus', 'banget', 'gem', 'nya']",bagus banget gem nya
putra,5,2025-09-30 05:45:21,menyenangkan,menyenangkan,menyenangkan,['menyenangkan'],['menyenangkan'],['senang'],senang
Anca Susilo,4,2025-09-30 05:43:27,sangat memuaskan,sangat memuaskan,sangat memuaskan,"['sangat', 'memuaskan']","['sangat', 'memuaskan']","['sangat', 'muas']",sangat muas
Uut,1,2025-09-30 05:42:51,karena banyak orang Eropa pada bulan 🌒🌙 aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan,karena banyak orang eropa pada bulan 🌒🌙 aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan,karena banyak orang eropa pada bulan aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan,"['karena', 'banyak', 'orang', 'eropa', 'pada', 'bulan', 'aku', 'tidak', 'bisa', 'berangkat', 'sekolah', 'dikarnakan', 'bepergian', 'ke', 'luar', 'negeri', 'yang', 'bisa', 'di', 'kembangkan', 'oleh', 'bangsa', 'lain', 'di', 'luar', 'ruangan', 'orang', 'yang', 'bisa', 'di', 'kembangkan']","['banyak', 'orang', 'eropa', 'bulan', 'aku', 'berangkat', 'sekolah', 'dikarnakan', 'bepergian', 'luar', 'negeri', 'kembangkan', 'bangsa', 'luar', 'ruangan', 'orang', 'kembangkan']","['banyak', 'orang', 'eropa', 'bulan', 'aku', 'berangkat', 'sekolah', 'dikarnakan', 'pergi', 'luar', 'negeri', 'kembang', 'bangsa', 'luar', 'ruang', 'orang', 'kembang']",banyak orang eropa bulan aku berangkat sekolah dikarnakan pergi luar negeri kembang bangsa luar ruang orang kembang
Firman Lele,5,2025-09-30 05:39:16,ff sangat seru,ff sangat seru,ff sangat seru,"['ff', 'sangat', 'seru']","['ff', 'sangat', 'seru']","['ff', 'sangat', 'seru']",ff sangat seru
FF Natara,3,2025-09-30 05:36:28,tingkatkan grafik dan perhalus gerakan agar realistis,tingkatkan grafik dan perhalus gerakan agar realistis,tingkatkan grafik dan perhalus gerakan agar realistis,"['tingkatkan', 'grafik', 'dan', 'perhalus', 'gerakan', 'agar', 'realistis']","['tingkatkan', 'grafik', 'perhalus', 'gerakan', 'realistis']","['tingkat', 'grafik', 'halus', 'gera', 'realistis']",tingkat grafik halus gera realistis
su Marisy,5,2025-09-30 05:31:22,sangat seru tolong kirimin dm dong,sangat seru tolong kirimin dm dong,sangat seru tolong kirimin dm dong,"['sangat', 'seru', 'tolong', 'kirimin', 'dm', 'dong']","['sangat', 'seru', 'kirimin', 'dm', 'dong']","['sangat', 'seru', 'kirimin', 'dm', 'dong']",sangat seru kirimin dm dong
Aku Ganteng,5,2025-09-30 05:29:44,aku mau DM 253.0000000,aku mau dm 253.0000000,aku mau dm,"['aku', 'mau', 'dm']","['aku', 'mau', 'dm']","['aku', 'mau', 'dm']",aku mau dm
Nadia1234,5,2025-09-30 05:29:38,bahagia,bahagia,bahagia,['bahagia'],['bahagia'],['bahagia'],bahagia
Ujang abdul,5,2025-09-30 05:26:08,sangat Seru👍👍👍👍,sangat seru👍👍👍👍,sangat seru,"['sangat', 'seru']","['sangat', 'seru']","['sangat', 'seru']",sangat seru
૨u,4,2025-09-30 05:20:53,Efek lari fist evo hilang,efek lari fist evo hilang,efek lari fist evo hilang,"['efek', 'lari', 'fist', 'evo', 'hilang']","['efek', 'lari', 'fist', 'evo', 'hilang']","['efek', 'lari', 'fist', 'evo', 'hilang']",efek lari fist evo hilang
Jar Jar,5,2025-09-30 05:19:40,"aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan.","aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan.",aplikas ini keren bisa main epep dan nonton bok ep secara bersamaan,"['aplikas', 'ini', 'keren', 'bisa', 'main', 'epep', 'dan', 'nonton', 'bok', 'ep', 'secara', 'bersamaan']","['aplikas', 'keren', 'main', 'epep', 'nonton', 'bok', 'ep', 'bersamaan']","['aplikas', 'keren', 'main', 'epep', 'nonton', 'bok', 'ep', 'sama']",aplikas keren main epep nonton bok ep sama
