userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed,Normalisasi,No_Duplikat,Bersih,Bersih_Token,Unigram,Bigram,Trigram,Bigram_Filtered,Bersih_NoStop
Nadia1234,5,2025-09-30 05:29:38,bahagia,bahagia,bahagia,['bahagia'],['bahagia'],['bahagia'],bahagia,bahagia,bahagia,bahagia,['bahagia'],"[('bahagia',)]",[],[],[],bahagia
Ujang abdul,5,2025-09-30 05:26:08,sangat Seru👍👍👍👍,sangat seru👍👍👍👍,sangat seru,"['sangat', 'seru']","['sangat', 'seru']","['sangat', 'seru']",sangat seru,sangat seru,sangat seru,sangat seru,"['sangat', 'seru']","[('sangat',), ('seru',)]","[('sangat', 'seru')]",[],"[('sangat', 'seru')]",sangat seru
૨u,4,2025-09-30 05:20:53,Efek lari fist evo hilang,efek lari fist evo hilang,efek lari fist evo hilang,"['efek', 'lari', 'fist', 'evo', 'hilang']","['efek', 'lari', 'fist', 'evo', 'hilang']","['efek', 'lari', 'fist', 'evo', 'hilang']",efek lari fist evo hilang,efek lari fist evo hilang,efek lari fist evo hilang,efek lari fist evo hilang,"['efek', 'lari', 'fist', 'evo', 'hilang']","[('efek',), ('lari',), ('fist',), ('evo',), ('hilang',)]","[('efek', 'lari'), ('lari', 'fist'), ('fist', 'evo'), ('evo', 'hilang')]","[('efek', 'lari', 'fist'), ('lari', 'fist', 'evo'), ('fist', 'evo', 'hilang')]","[('efek', 'lari'), ('lari', 'fist'), ('fist', 'evo'), ('evo', 'hilang')]",efek lari fist evo hilang
Jar Jar,5,2025-09-30 05:19:40,"aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan.","aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan.",aplikas ini keren bisa main epep dan nonton bok ep secara bersamaan,"['aplikas', 'ini', 'keren', 'bisa', 'main', 'epep', 'dan', 'nonton', 'bok', 'ep', 'secara', 'bersamaan']","['aplikas', 'keren', 'main', 'epep', 'nonton', 'bok', 'ep', 'bersamaan']","['aplikas', 'keren', 'main', 'epep', 'nonton', 'bok', 'ep', 'sama']",aplikas keren main epep nonton bok ep sama,aplikas keren main freefire nonton bok ep sama,aplikas keren main freefire nonton bok ep sama,aplikas keren main freefire nonton bok sama,"['aplikas', 'keren', 'main', 'freefire', 'nonton', 'bok', 'sama']","[('aplikas',), ('keren',), ('main',), ('freefire',), ('nonton',), ('bok',), ('sama',)]","[('aplikas', 'keren'), ('keren', 'main'), ('main', 'freefire'), ('freefire', 'nonton'), ('nonton', 'bok'), ('bok', 'sama')]","[('aplikas', 'keren', 'main'), ('keren', 'main', 'freefire'), ('main', 'freefire', 'nonton'), ('freefire', 'nonton', 'bok'), ('nonton', 'bok', 'sama')]","[('aplikas', 'keren'), ('keren', 'main'), ('main', 'freefire'), ('freefire', 'nonton'), ('nonton', 'bok'), ('bok', 'sama')]",aplikas keren main freefire nonton bok sama
Putra Wijaya,5,2025-09-30 05:11:18,ff ini sangt bagus jadi kan lah saya anak garena,ff ini sangt bagus jadi kan lah saya anak garena,ff ini sangt bagus jadi kan lah saya anak garena,"['ff', 'ini', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'saya', 'anak', 'garena']","['ff', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'anak', 'garena']","['ff', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'anak', 'garena']",ff sangt bagus jadi kan lah anak garena,freefire sangt bagus jadi kan lah anak garena,freefire sangt bagus jadi kan lah anak garena,freefire sangt bagus jadi kan lah anak garena,"['freefire', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'anak', 'garena']","[('freefire',), ('sangt',), ('bagus',), ('jadi',), ('kan',), ('lah',), ('anak',), ('garena',)]","[('freefire', 'sangt'), ('sangt', 'bagus'), ('bagus', 'jadi'), ('jadi', 'kan'), ('kan', 'lah'), ('lah', 'anak'), ('anak', 'garena')]","[('freefire', 'sangt', 'bagus'), ('sangt', 'bagus', 'jadi'), ('bagus', 'jadi', 'kan'), ('jadi', 'kan', 'lah'), ('kan', 'lah', 'anak'), ('lah', 'anak', 'garena')]","[('freefire', 'sangt'), ('sangt', 'bagus'), ('bagus', 'jadi'), ('anak', 'garena')]",freefire sangt bagus jadi anak garena
Fft Gghu,5,2025-09-30 05:10:11,game ini sangat seru,game ini sangat seru,game ini sangat seru,"['game', 'ini', 'sangat', 'seru']","['game', 'sangat', 'seru']","['game', 'sangat', 'seru']",game sangat seru,permainan sangat seru,permainan sangat seru,permainan sangat seru,"['permainan', 'sangat', 'seru']","[('permainan',), ('sangat',), ('seru',)]","[('permainan', 'sangat'), ('sangat', 'seru')]","[('permainan', 'sangat', 'seru')]","[('permainan', 'sangat'), ('sangat', 'seru')]",permainan sangat seru
Julio Tamalowor,5,2025-09-30 05:06:36,saya mau diamon 10000,saya mau diamon 10000,saya mau diamon,"['saya', 'mau', 'diamon']","['mau', 'diamon']","['mau', 'diamon']",mau diamon,mau berlian,mau berlian,mau berlian,"['mau', 'berlian']","[('mau',), ('berlian',)]","[('mau', 'berlian')]",[],"[('mau', 'berlian')]",mau berlian
Lord Ucup,1,2025-09-30 05:05:10,sekarang free fire ga bisa onmik tolong perbaiki,sekarang free fire ga bisa onmik tolong perbaiki,sekarang free fire ga bisa onmik tolong perbaiki,"['sekarang', 'free', 'fire', 'ga', 'bisa', 'onmik', 'tolong', 'perbaiki']","['sekarang', 'free', 'fire', 'ga', 'onmik', 'perbaiki']","['sekarang', 'free', 'fire', 'ga', 'onmik', 'baik']",sekarang free fire ga onmik baik,sekarang free fire tidak onmik baik,sekarang free fire tidak onmik baik,sekarang free fire tidak onmik baik,"['sekarang', 'free', 'fire', 'tidak', 'onmik', 'baik']","[('sekarang',), ('free',), ('fire',), ('tidak',), ('onmik',), ('baik',)]","[('sekarang', 'free'), ('free', 'fire'), ('fire', 'tidak'), ('tidak', 'onmik'), ('onmik', 'baik')]","[('sekarang', 'free', 'fire'), ('free', 'fire', 'tidak'), ('fire', 'tidak', 'onmik'), ('tidak', 'onmik', 'baik')]","[('sekarang', 'free'), ('free', 'fire'), ('fire', 'tidak'), ('tidak', 'onmik'), ('onmik', 'baik')]",sekarang free fire tidak onmik baik
Tr Tqra,1,2025-09-30 05:02:26,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,pas main ff nya tiba keluar sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,"['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaringan', 'bagus', 'penyimpanan', 'masih', 'banyak', 'emang', 'game', 'rusak', 'bagusan', 'yg', 'dulu']","['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaringan', 'bagus', 'penyimpanan', 'banyak', 'emang', 'game', 'rusak', 'bagusan', 'yg', 'dulu']","['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaring', 'bagus', 'simpan', 'banyak', 'emang', 'game', 'rusak', 'bagus', 'yg', 'dulu']",pas main ff nya tiba keluar sendiri padahal jaring bagus simpan banyak emang game rusak bagus yg dulu,ketika main freefire nya tiba keluar sendiri padahal jaring bagus simpan banyak emang permainan rusak bagus yang dulu,ketika main freefire nya tiba keluar sendiri padahal jaring bagus simpan banyak emang permainan rusak yang dulu,ketika main freefire nya tiba keluar sendiri padahal jaring bagus simpan banyak emang permainan rusak yang dulu,"['ketika', 'main', 'freefire', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaring', 'bagus', 'simpan', 'banyak', 'emang', 'permainan', 'rusak', 'yang', 'dulu']","[('ketika',), ('main',), ('freefire',), ('nya',), ('tiba',), ('keluar',), ('sendiri',), ('padahal',), ('jaring',), ('bagus',), ('simpan',), ('banyak',), ('emang',), ('permainan',), ('rusak',), ('yang',), ('dulu',)]","[('ketika', 'main'), ('main', 'freefire'), ('freefire', 'nya'), ('nya', 'tiba'), ('tiba', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'padahal'), ('padahal', 'jaring'), ('jaring', 'bagus'), ('bagus', 'simpan'), ('simpan', 'banyak'), ('banyak', 'emang'), ('emang', 'permainan'), ('permainan', 'rusak'), ('rusak', 'yang'), ('yang', 'dulu')]","[('ketika', 'main', 'freefire'), ('main', 'freefire', 'nya'), ('freefire', 'nya', 'tiba'), ('nya', 'tiba', 'keluar'), ('tiba', 'keluar', 'sendiri'), ('keluar', 'sendiri', 'padahal'), ('sendiri', 'padahal', 'jaring'), ('padahal', 'jaring', 'bagus'), ('jaring', 'bagus', 'simpan'), ('bagus', 'simpan', 'banyak'), ('simpan', 'banyak', 'emang'), ('banyak', 'emang', 'permainan'), ('emang', 'permainan', 'rusak'), ('permainan', 'rusak', 'yang'), ('rusak', 'yang', 'dulu')]","[('ketika', 'main'), ('main', 'freefire'), ('tiba', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'padahal'), ('padahal', 'jaring'), ('jaring', 'bagus'), ('bagus', 'simpan'), ('simpan', 'banyak'), ('banyak', 'emang'), ('emang', 'permainan'), ('permainan', 'rusak')]",ketika main freefire tiba keluar sendiri padahal jaring bagus simpan banyak emang permainan rusak dulu
Yy Uu,3,2025-09-30 05:01:40,download nya lama ayo senggel Garena,download nya lama ayo senggel garena,download nya lama ayo senggel garena,"['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']","['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']","['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']",download nya lama ayo senggel garena,download nya lama ayo senggel garena,download nya lama ayo senggel garena,download nya lama ayo senggel garena,"['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']","[('download',), ('nya',), ('lama',), ('ayo',), ('senggel',), ('garena',)]","[('download', 'nya'), ('nya', 'lama'), ('lama', 'ayo'), ('ayo', 'senggel'), ('senggel', 'garena')]","[('download', 'nya', 'lama'), ('nya', 'lama', 'ayo'), ('lama', 'ayo', 'senggel'), ('ayo', 'senggel', 'garena')]","[('lama', 'ayo'), ('ayo', 'senggel'), ('senggel', 'garena')]",download lama ayo senggel garena
Lena Len,5,2025-09-30 04:56:56,keren,keren,keren,['keren'],['keren'],['keren'],keren,keren,keren,keren,['keren'],"[('keren',)]",[],[],[],keren
Adam Saputra Ad,5,2025-09-30 04:55:30,game ini sangat bagus karena aku main dari kecil,game ini sangat bagus karena aku main dari kecil,game ini sangat bagus karena aku main dari kecil,"['game', 'ini', 'sangat', 'bagus', 'karena', 'aku', 'main', 'dari', 'kecil']","['game', 'sangat', 'bagus', 'aku', 'main', 'kecil']","['game', 'sangat', 'bagus', 'aku', 'main', 'kecil']",game sangat bagus aku main kecil,permainan sangat bagus saya main kecil,permainan sangat bagus saya main kecil,permainan sangat bagus saya main kecil,"['permainan', 'sangat', 'bagus', 'saya', 'main', 'kecil']","[('permainan',), ('sangat',), ('bagus',), ('saya',), ('main',), ('kecil',)]","[('permainan', 'sangat'), ('sangat', 'bagus'), ('bagus', 'saya'), ('saya', 'main'), ('main', 'kecil')]","[('permainan', 'sangat', 'bagus'), ('sangat', 'bagus', 'saya'), ('bagus', 'saya', 'main'), ('saya', 'main', 'kecil')]","[('permainan', 'sangat'), ('sangat', 'bagus'), ('bagus', 'saya'), ('saya', 'main'), ('main', 'kecil')]",permainan sangat bagus saya main kecil
Ahmad Rafi,5,2025-09-30 04:53:51,thank,thank,thank,['thank'],['thank'],['thank'],thank,thank,thank,thank,['thank'],"[('thank',)]",[],[],[],thank
Maat Samsudin,4,2025-09-30 04:48:54,GAME NYA SERU BANGET DAN GRAPIKNYA LUMAYAN TAPI TOLONG PERBAIKIK SEDIKIT YA MIMIN KARENA WAKTU AKU MAIN SOSIAL GA BISA ON MIC JADI PERBAIKI LAGI YA MIN,game nya seru banget dan grapiknya lumayan tapi tolong perbaikik sedikit ya mimin karena waktu aku main sosial ga bisa on mic jadi perbaiki lagi ya min,game nya seru banget dan grapiknya lumayan tapi tolong perbaikik sedikit ya mimin karena waktu aku main sosial ga bisa on mic jadi perbaiki lagi ya min,"['game', 'nya', 'seru', 'banget', 'dan', 'grapiknya', 'lumayan', 'tapi', 'tolong', 'perbaikik', 'sedikit', 'ya', 'mimin', 'karena', 'waktu', 'aku', 'main', 'sosial', 'ga', 'bisa', 'on', 'mic', 'jadi', 'perbaiki', 'lagi', 'ya', 'min']","['game', 'nya', 'seru', 'banget', 'grapiknya', 'lumayan', 'perbaikik', 'sedikit', 'mimin', 'waktu', 'aku', 'main', 'sosial', 'ga', 'on', 'mic', 'jadi', 'perbaiki', 'min']","['game', 'nya', 'seru', 'banget', 'grapiknya', 'lumayan', 'perbaikik', 'sedikit', 'mimin', 'waktu', 'aku', 'main', 'sosial', 'ga', 'on', 'mic', 'jadi', 'baik', 'min']",game nya seru banget grapiknya lumayan perbaikik sedikit mimin waktu aku main sosial ga on mic jadi baik min,permainan nya seru sangat grapiknya lumayan perbaikik sedikit mimin waktu saya main sosial tidak on mic jadi baik min,permainan nya seru sangat grapiknya lumayan perbaikik sedikit mimin waktu saya main sosial tidak on mic jadi baik min,permainan nya seru sangat grapiknya lumayan perbaikik sedikit mimin waktu saya main sosial tidak mic jadi baik min,"['permainan', 'nya', 'seru', 'sangat', 'grapiknya', 'lumayan', 'perbaikik', 'sedikit', 'mimin', 'waktu', 'saya', 'main', 'sosial', 'tidak', 'mic', 'jadi', 'baik', 'min']","[('permainan',), ('nya',), ('seru',), ('sangat',), ('grapiknya',), ('lumayan',), ('perbaikik',), ('sedikit',), ('mimin',), ('waktu',), ('saya',), ('main',), ('sosial',), ('tidak',), ('mic',), ('jadi',), ('baik',), ('min',)]","[('permainan', 'nya'), ('nya', 'seru'), ('seru', 'sangat'), ('sangat', 'grapiknya'), ('grapiknya', 'lumayan'), ('lumayan', 'perbaikik'), ('perbaikik', 'sedikit'), ('sedikit', 'mimin'), ('mimin', 'waktu'), ('waktu', 'saya'), ('saya', 'main'), ('main', 'sosial'), ('sosial', 'tidak'), ('tidak', 'mic'), ('mic', 'jadi'), ('jadi', 'baik'), ('baik', 'min')]","[('permainan', 'nya', 'seru'), ('nya', 'seru', 'sangat'), ('seru', 'sangat', 'grapiknya'), ('sangat', 'grapiknya', 'lumayan'), ('grapiknya', 'lumayan', 'perbaikik'), ('lumayan', 'perbaikik', 'sedikit'), ('perbaikik', 'sedikit', 'mimin'), ('sedikit', 'mimin', 'waktu'), ('mimin', 'waktu', 'saya'), ('waktu', 'saya', 'main'), ('saya', 'main', 'sosial'), ('main', 'sosial', 'tidak'), ('sosial', 'tidak', 'mic'), ('tidak', 'mic', 'jadi'), ('mic', 'jadi', 'baik'), ('jadi', 'baik', 'min')]","[('seru', 'sangat'), ('sangat', 'grapiknya'), ('grapiknya', 'lumayan'), ('lumayan', 'perbaikik'), ('perbaikik', 'sedikit'), ('sedikit', 'mimin'), ('mimin', 'waktu'), ('waktu', 'saya'), ('saya', 'main'), ('main', 'sosial'), ('sosial', 'tidak'), ('tidak', 'mic'), ('mic', 'jadi'), ('jadi', 'baik'), ('baik', 'min')]",permainan seru sangat grapiknya lumayan perbaikik sedikit mimin waktu saya main sosial tidak mic jadi baik min
Rosyita Rosyita,5,2025-09-30 04:43:38,mainan ff emang seru,mainan ff emang seru,mainan ff emang seru,"['mainan', 'ff', 'emang', 'seru']","['mainan', 'ff', 'emang', 'seru']","['main', 'ff', 'emang', 'seru']",main ff emang seru,main freefire emang seru,main freefire emang seru,main freefire emang seru,"['main', 'freefire', 'emang', 'seru']","[('main',), ('freefire',), ('emang',), ('seru',)]","[('main', 'freefire'), ('freefire', 'emang'), ('emang', 'seru')]","[('main', 'freefire', 'emang'), ('freefire', 'emang', 'seru')]","[('main', 'freefire'), ('freefire', 'emang'), ('emang', 'seru')]",main freefire emang seru
RIDZZ Modesad,5,2025-09-30 04:42:15,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap,mantap,mantap,mantap,['mantap'],"[('mantap',)]",[],[],[],mantap
Akbar Abdullah,5,2025-09-30 04:39:38,p maksud,p maksud,p maksud,"['p', 'maksud']","['p', 'maksud']","['p', 'maksud']",p maksud,p maksud,p maksud,maksud,['maksud'],"[('maksud',)]",[],[],[],maksud
Muhammad Afgan,3,2025-09-30 04:38:47,gacor,gacor,gacor,['gacor'],['gacor'],['gacor'],gacor,gacor,gacor,gacor,['gacor'],"[('gacor',)]",[],[],[],gacor
Peristiwa Mahyuni,5,2025-09-30 04:34:47,"Semangat ya bikin game nya, oh iya Collab selanjutnya one piece boleh gak😁?","semangat ya bikin game nya, oh iya collab selanjutnya one piece boleh gak😁?",semangat ya bikin game nya oh iya collab selanjutnya one piece boleh gak,"['semangat', 'ya', 'bikin', 'game', 'nya', 'oh', 'iya', 'collab', 'selanjutnya', 'one', 'piece', 'boleh', 'gak']","['semangat', 'bikin', 'game', 'nya', 'iya', 'collab', 'selanjutnya', 'one', 'piece', 'gak']","['semangat', 'bikin', 'game', 'nya', 'iya', 'collab', 'lanjut', 'one', 'piece', 'gak']",semangat bikin game nya iya collab lanjut one piece gak,semangat bikin permainan nya iya collab lanjut one piece tidak,semangat bikin permainan nya iya collab lanjut one piece tidak,semangat bikin permainan nya iya collab lanjut one piece tidak,"['semangat', 'bikin', 'permainan', 'nya', 'iya', 'collab', 'lanjut', 'one', 'piece', 'tidak']","[('semangat',), ('bikin',), ('permainan',), ('nya',), ('iya',), ('collab',), ('lanjut',), ('one',), ('piece',), ('tidak',)]","[('semangat', 'bikin'), ('bikin', 'permainan'), ('permainan', 'nya'), ('nya', 'iya'), ('iya', 'collab'), ('collab', 'lanjut'), ('lanjut', 'one'), ('one', 'piece'), ('piece', 'tidak')]","[('semangat', 'bikin', 'permainan'), ('bikin', 'permainan', 'nya'), ('permainan', 'nya', 'iya'), ('nya', 'iya', 'collab'), ('iya', 'collab', 'lanjut'), ('collab', 'lanjut', 'one'), ('lanjut', 'one', 'piece'), ('one', 'piece', 'tidak')]","[('semangat', 'bikin'), ('bikin', 'permainan'), ('iya', 'collab'), ('collab', 'lanjut'), ('lanjut', 'one'), ('one', 'piece'), ('piece', 'tidak')]",semangat bikin permainan iya collab lanjut one piece tidak
Saipul Ipul,5,2025-09-30 04:34:19,we need old peak,we need old peak,we need old peak,"['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']",we need old peak,we need old peak,we need old peak,need old peak,"['need', 'old', 'peak']","[('need',), ('old',), ('peak',)]","[('need', 'old'), ('old', 'peak')]","[('need', 'old', 'peak')]","[('need', 'old'), ('old', 'peak')]",need old peak
Sen Chia,5,2025-09-30 04:27:22,Saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,"['saya', 'dari', 'player', 'mlbb', 'ingin', 'menyampaikan', 'bahwa', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ke', 'ml', 'truss', 'menjelmah', 'menjadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']","['player', 'mlbb', 'menyampaikan', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ml', 'truss', 'menjelmah', 'menjadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']","['player', 'mlbb', 'sampai', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ml', 'truss', 'menjelmah', 'jadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']",player mlbb sampai player ff banyak yg pindah ml truss menjelmah jadi drak sistem main pou aj sna,player mlbb sampai player freefire banyak yang pindah ml truss menjelmah jadi drak sistem main pou saja sna,player mlbb sampai freefire banyak yang pindah ml truss menjelmah jadi drak sistem main pou saja sna,player mlbb sampai freefire banyak yang pindah truss menjelmah jadi drak sistem main pou saja sna,"['player', 'mlbb', 'sampai', 'freefire', 'banyak', 'yang', 'pindah', 'truss', 'menjelmah', 'jadi', 'drak', 'sistem', 'main', 'pou', 'saja', 'sna']","[('player',), ('mlbb',), ('sampai',), ('freefire',), ('banyak',), ('yang',), ('pindah',), ('truss',), ('menjelmah',), ('jadi',), ('drak',), ('sistem',), ('main',), ('pou',), ('saja',), ('sna',)]","[('player', 'mlbb'), ('mlbb', 'sampai'), ('sampai', 'freefire'), ('freefire', 'banyak'), ('banyak', 'yang'), ('yang', 'pindah'), ('pindah', 'truss'), ('truss', 'menjelmah'), ('menjelmah', 'jadi'), ('jadi', 'drak'), ('drak', 'sistem'), ('sistem', 'main'), ('main', 'pou'), ('pou', 'saja'), ('saja', 'sna')]","[('player', 'mlbb', 'sampai'), ('mlbb', 'sampai', 'freefire'), ('sampai', 'freefire', 'banyak'), ('freefire', 'banyak', 'yang'), ('banyak', 'yang', 'pindah'), ('yang', 'pindah', 'truss'), ('pindah', 'truss', 'menjelmah'), ('truss', 'menjelmah', 'jadi'), ('menjelmah', 'jadi', 'drak'), ('jadi', 'drak', 'sistem'), ('drak', 'sistem', 'main'), ('sistem', 'main', 'pou'), ('main', 'pou', 'saja'), ('pou', 'saja', 'sna')]","[('player', 'mlbb'), ('mlbb', 'sampai'), ('sampai', 'freefire'), ('freefire', 'banyak'), ('pindah', 'truss'), ('truss', 'menjelmah'), ('menjelmah', 'jadi'), ('jadi', 'drak'), ('drak', 'sistem'), ('sistem', 'main'), ('main', 'pou'), ('pou', 'saja'), ('saja', 'sna')]",player mlbb sampai freefire banyak pindah truss menjelmah jadi drak sistem main pou saja sna
Rudi atna,1,2025-09-30 04:21:29,"tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa Bert,tolong lah perbaiki lagi sistem jaringan nya","tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa bert,tolong lah perbaiki lagi sistem jaringan nya",tolong perbaiki lagi sistem jaringan nyajaringan bagus kok di ff nya mlh sinyal merahtrs pas udah kalahsengaja kalah udah jls jls sinyal nya di jelekinfd kok makin burikkecewa berttolong lah perbaiki lagi sistem jaringan nya,"['tolong', 'perbaiki', 'lagi', 'sistem', 'jaringan', 'nyajaringan', 'bagus', 'kok', 'di', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'di', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'perbaiki', 'lagi', 'sistem', 'jaringan', 'nya']","['perbaiki', 'sistem', 'jaringan', 'nyajaringan', 'bagus', 'kok', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'perbaiki', 'sistem', 'jaringan', 'nya']","['baik', 'sistem', 'jaring', 'nyajaringan', 'bagus', 'kok', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'baik', 'sistem', 'jaring', 'nya']",baik sistem jaring nyajaringan bagus kok ff nya mlh sinyal merahtrs pas udah kalahsengaja kalah udah jls jls sinyal nya jelekinfd kok makin burikkecewa berttolong lah baik sistem jaring nya,baik sistem jaring nyajaringan bagus kok freefire nya mlh sinyal merahtrs ketika sudah kalahsengaja kalah sudah jls jls sinyal nya jelekinfd kok semakin burikkecewa berttolong lah baik sistem jaring nya,baik sistem jaring nyajaringan bagus kok freefire nya mlh sinyal merahtrs ketika sudah kalahsengaja kalah jls jelekinfd semakin burikkecewa berttolong lah,baik sistem jaring nyajaringan bagus kok freefire nya mlh sinyal merahtrs ketika sudah kalahsengaja kalah jls jelekinfd semakin burikkecewa berttolong lah,"['baik', 'sistem', 'jaring', 'nyajaringan', 'bagus', 'kok', 'freefire', 'nya', 'mlh', 'sinyal', 'merahtrs', 'ketika', 'sudah', 'kalahsengaja', 'kalah', 'jls', 'jelekinfd', 'semakin', 'burikkecewa', 'berttolong', 'lah']","[('baik',), ('sistem',), ('jaring',), ('nyajaringan',), ('bagus',), ('kok',), ('freefire',), ('nya',), ('mlh',), ('sinyal',), ('merahtrs',), ('ketika',), ('sudah',), ('kalahsengaja',), ('kalah',), ('jls',), ('jelekinfd',), ('semakin',), ('burikkecewa',), ('berttolong',), ('lah',)]","[('baik', 'sistem'), ('sistem', 'jaring'), ('jaring', 'nyajaringan'), ('nyajaringan', 'bagus'), ('bagus', 'kok'), ('kok', 'freefire'), ('freefire', 'nya'), ('nya', 'mlh'), ('mlh', 'sinyal'), ('sinyal', 'merahtrs'), ('merahtrs', 'ketika'), ('ketika', 'sudah'), ('sudah', 'kalahsengaja'), ('kalahsengaja', 'kalah'), ('kalah', 'jls'), ('jls', 'jelekinfd'), ('jelekinfd', 'semakin'), ('semakin', 'burikkecewa'), ('burikkecewa', 'berttolong'), ('berttolong', 'lah')]","[('baik', 'sistem', 'jaring'), ('sistem', 'jaring', 'nyajaringan'), ('jaring', 'nyajaringan', 'bagus'), ('nyajaringan', 'bagus', 'kok'), ('bagus', 'kok', 'freefire'), ('kok', 'freefire', 'nya'), ('freefire', 'nya', 'mlh'), ('nya', 'mlh', 'sinyal'), ('mlh', 'sinyal', 'merahtrs'), ('sinyal', 'merahtrs', 'ketika'), ('merahtrs', 'ketika', 'sudah'), ('ketika', 'sudah', 'kalahsengaja'), ('sudah', 'kalahsengaja', 'kalah'), ('kalahsengaja', 'kalah', 'jls'), ('kalah', 'jls', 'jelekinfd'), ('jls', 'jelekinfd', 'semakin'), ('jelekinfd', 'semakin', 'burikkecewa'), ('semakin', 'burikkecewa', 'berttolong'), ('burikkecewa', 'berttolong', 'lah')]","[('baik', 'sistem'), ('sistem', 'jaring'), ('jaring', 'nyajaringan'), ('nyajaringan', 'bagus'), ('mlh', 'sinyal'), ('sinyal', 'merahtrs'), ('merahtrs', 'ketika'), ('ketika', 'sudah'), ('sudah', 'kalahsengaja'), ('kalahsengaja', 'kalah'), ('kalah', 'jls'), ('jls', 'jelekinfd'), ('jelekinfd', 'semakin'), ('semakin', 'burikkecewa'), ('burikkecewa', 'berttolong')]",baik sistem jaring nyajaringan bagus freefire mlh sinyal merahtrs ketika sudah kalahsengaja kalah jls jelekinfd semakin burikkecewa berttolong
