userName,score,at,content,content_casefold
Hafizh Al-Ghazali,1,2025-09-30 13:11:02,minimal balikin lah peak old ya karena gk ada peak old player old jadi pensi sekian terima gaji,minimal balikin lah peak old ya karena gk ada peak old player old jadi pensi sekian terima gaji
M Fathian virendra,1,2025-09-30 13:09:31,gamenya lumayan gede sama ya lumayan update juga,gamenya lumayan gede sama ya lumayan update juga
Najwa,5,2025-09-30 13:09:10,gem ini sangatlah bagus bagi para orang orang sad,gem ini sangatlah bagus bagi para orang orang sad
Zemi Priyansya,1,2025-09-30 13:06:32,kok budi di bl,kok budi di bl
Azis Lubis,5,2025-09-30 13:06:26,gamenya Uda bagus skinnya juga bagus tapi tolong perbaikin Cristal royalnya kenapa gak bisa dibuka tolong di perbaiki sekian dari saya terima kasi🙏🙏🙏,gamenya uda bagus skinnya juga bagus tapi tolong perbaikin cristal royalnya kenapa gak bisa dibuka tolong di perbaiki sekian dari saya terima kasi🙏🙏🙏
Rika rohadi,5,2025-09-30 13:02:46,bagus banget,bagus banget
Akbar Maulana,5,2025-09-30 12:57:24,good,good
Ferdicrb,5,2025-09-30 12:49:00,LAGI SERING GEPRIS,lagi sering gepris
Aditiagulo gulo,1,2025-09-30 12:48:44,Gamee nya agak jelek kek muka mu,gamee nya agak jelek kek muka mu
Dinda,5,2025-09-30 12:48:43,gane ini sangat sangat bagus walau gk ada pintu justru di situ letak asik nya gk ad yg jamin hasil,gane ini sangat sangat bagus walau gk ada pintu justru di situ letak asik nya gk ad yg jamin hasil
Ridhyea Adjha,5,2025-09-30 12:45:11,game nya bagus tapi tolong garena game ff saya eror tolong di perbaiki terima kasih,game nya bagus tapi tolong garena game ff saya eror tolong di perbaiki terima kasih
Rasdi,1,2025-09-30 12:44:28,min gw kok GK bisa main br rank padahal gw ga pake cit panel kok tetep aja GK bisa main br rank min tolong di perbaiki game nya biar bisa main dasar developer GK jelas,min gw kok gk bisa main br rank padahal gw ga pake cit panel kok tetep aja gk bisa main br rank min tolong di perbaiki game nya biar bisa main dasar developer gk jelas
Sequad Impostor v4 among us,1,2025-09-30 12:41:23,game anj*** game gob***,game anj*** game gob***
Redmi Note 13,1,2025-09-30 12:37:05,"apalah ini game, g enak di mainin, bang budi knp gk boleh di endorse sama game lain? sampai² gk bisa main rank, logo v di ilangin, sekarang banyak org² pendi gara² ulah garena sekarang","apalah ini game, g enak di mainin, bang budi knp gk boleh di endorse sama game lain? sampai² gk bisa main rank, logo v di ilangin, sekarang banyak org² pendi gara² ulah garena sekarang"
Syifa Fauziyah,5,2025-09-30 12:34:46,aku suka sama gem ini,aku suka sama gem ini
Nizamafkaraziz,1,2025-09-30 12:33:49,ez,ez
Ganz Rorr,5,2025-09-30 12:33:00,sangat seru,sangat seru
Kela Dela,5,2025-09-30 12:32:28,sangat baik🙏🏻👍🏻,sangat baik🙏🏻👍🏻
Aca Bon,5,2025-09-30 12:29:50,keren,keren
Zulkipli Kipli,5,2025-09-30 12:27:11,iya saya bagus,iya saya bagus
Baim Kedot,5,2025-09-30 12:23:00,game yg sudah menemani selama 7 thn,game yg sudah menemani selama 7 thn
Rahmad Hidayat,5,2025-09-30 12:18:42,ff ini seneng main ya😃😃👍👍👍🤞🤛🤜,ff ini seneng main ya😃😃👍👍👍🤞🤛🤜
Silfia Wulan,5,2025-09-30 12:14:13,bagi dm dong garena,bagi dm dong garena
Ramlibram,1,2025-09-30 12:14:02,oi garena ini gemen kenapa dah gak bisah main padahal jarigan ku baik loh dan karena aku kasih bintang satu karena bang budi itu gak bisa main kasih perbeiki lah kau kan punya gemen apa guna nya epep coba tidak bisa main ya kali diam doan di lobii semua pelayer itu login untuk main apa lah kau nii😒😒,oi garena ini gemen kenapa dah gak bisah main padahal jarigan ku baik loh dan karena aku kasih bintang satu karena bang budi itu gak bisa main kasih perbeiki lah kau kan punya gemen apa guna nya epep coba tidak bisa main ya kali diam doan di lobii semua pelayer itu login untuk main apa lah kau nii😒😒
HARDIANSYAH,5,2025-09-30 12:13:37,sangat kere n,sangat kere n
komang suar,1,2025-09-30 12:12:59,pulihkan BL nya bang budi,pulihkan bl nya bang budi
Bilqis Kalizah,5,2025-09-30 12:12:56,ngga tau suka aja,ngga tau suka aja
Lina Thatan,5,2025-09-30 12:12:13,"gem haram 😡😡😡. kenapa saya bilang kayak gitu karena pasti setiap main tim nya bot bot kaya ajg ini FF ada Pi dia suka' Ben akun nya orang padahal sudah top ap hampir berjuta juta tapi apa yg di dapat, he ternyata di Ben ajg memang Garena saya kasih bintang lima agar ulasan saya bisa di liat orang hanya itu saja 😡😡😡","gem haram 😡😡😡. kenapa saya bilang kayak gitu karena pasti setiap main tim nya bot bot kaya ajg ini ff ada pi dia suka' ben akun nya orang padahal sudah top ap hampir berjuta juta tapi apa yg di dapat, he ternyata di ben ajg memang garena saya kasih bintang lima agar ulasan saya bisa di liat orang hanya itu saja 😡😡😡"
Junior,5,2025-09-30 12:11:41,bagus banget,bagus banget
Dafa Muhammad fadilah,5,2025-09-30 12:10:02,kalo bisa adain 1kali spin gratis,kalo bisa adain 1kali spin gratis
Erni Denyyanti,5,2025-09-30 12:08:18,karena seru dan menyenang kan hahahaahhaah,karena seru dan menyenang kan hahahaahhaah
Sopian Muzzaki,5,2025-09-30 12:02:03,gamenya sangat bagus GK kaya ml,gamenya sangat bagus gk kaya ml
Ayu Trinoviana,1,2025-09-30 12:00:35,bang budi di benet,bang budi di benet
Priyo Ganteng n manis,5,2025-09-30 11:58:31,mantap,mantap
Pp Dd,1,2025-09-30 11:57:57,jelek,jelek
Gauzan Akhtar Fein,5,2025-09-30 11:57:18,bagus tapi tolong bug di game ini hilang kan,bagus tapi tolong bug di game ini hilang kan
Andro Nikus,1,2025-09-30 11:52:51,we need old peak,we need old peak
fahri Ganteng,1,2025-09-30 11:49:13,diomondnya gak ada banyak gak seru,diomondnya gak ada banyak gak seru
Laila Sabri,5,2025-09-30 11:48:08,alhamdulillah,alhamdulillah
Tutik Hana,5,2025-09-30 11:47:24,seru,seru
Mario Ariko,1,2025-09-30 11:44:45,11 https gc bot,11 https gc bot
Fayyed234 Yed564,1,2025-09-30 11:44:00,Akun di banned secara tiba-tiba,akun di banned secara tiba-tiba
MGR123 MGR123,1,2025-09-30 11:40:49,ff kenapa ya sekarang gak seseru dulu main br banyak yang afk di cs banyak afka sudah kil banyak malah turun fff kenapa ada bl bl bl fff gak kasian apa lo sama player old ff tanpa player old bisa apa bang budi saja yang ff ke bl saja pindah ke blostrek panutan ku gak bisa main ff lagi gegara bl,ff kenapa ya sekarang gak seseru dulu main br banyak yang afk di cs banyak afka sudah kil banyak malah turun fff kenapa ada bl bl bl fff gak kasian apa lo sama player old ff tanpa player old bisa apa bang budi saja yang ff ke bl saja pindah ke blostrek panutan ku gak bisa main ff lagi gegara bl
Raisah Salsal bilah,5,2025-09-30 11:34:30,seruuuuuu,seruuuuuu
Raka Ini raka,5,2025-09-30 11:34:14,"permainan apa ini!! saya Uda download MB besar gedek,tapi malah ga bisa di mainin karena black screen dan. semua hitam ga ada apa apa hitam semua ini Uda dari tahun dulu dulu aku tunggu tunggu masu hitam juga game apa ini!!! hp sy Oppo a31 looo,kalo gabisa bikin game yang bagus gausah bikin ga usah buat kecewa!!!","permainan apa ini!! saya uda download mb besar gedek,tapi malah ga bisa di mainin karena black screen dan. semua hitam ga ada apa apa hitam semua ini uda dari tahun dulu dulu aku tunggu tunggu masu hitam juga game apa ini!!! hp sy oppo a31 looo,kalo gabisa bikin game yang bagus gausah bikin ga usah buat kecewa!!!"
Dinda Ayu,5,2025-09-30 11:34:03,mantap,mantap
M.KAIYSA_17 M.KAIYSA,5,2025-09-30 11:30:07,cuma satu. kenapa pas kita login key game ya. paskita login akun Facebook kita pencet habis itu kenapa ada tulisan koneksi jaringan error gagal mendapatkan data akun ke-3. kok masalah itu cuma ada di HP infinix hot 40 saya tolong perbaiki itu biar gamenya makin bagus 🙏🙏,cuma satu. kenapa pas kita login key game ya. paskita login akun facebook kita pencet habis itu kenapa ada tulisan koneksi jaringan error gagal mendapatkan data akun ke-3. kok masalah itu cuma ada di hp infinix hot 40 saya tolong perbaiki itu biar gamenya makin bagus 🙏🙏
Ricky Alfredo,5,2025-09-30 11:30:00,seru,seru
Nikita Maulana,5,2025-09-30 11:26:38,the best dari dulu aku main ini,the best dari dulu aku main ini
Mudji Suharto,5,2025-09-30 11:25:37,kenapa saya kasi bintang dua karena gem nya jelek et tapi bohong,kenapa saya kasi bintang dua karena gem nya jelek et tapi bohong
Fajar Purnama,5,2025-09-30 11:24:20,★★★★★10000,★★★★★10000
Za Kii,4,2025-09-30 11:16:47,Awas lu ya gw gak salah apa apa di ban 10 hari Gw sumpahin lu bangkrut..awas lu,awas lu ya gw gak salah apa apa di ban 10 hari gw sumpahin lu bangkrut..awas lu
Fhaisal Abdul muttakim,5,2025-09-30 11:16:39,game ini sangat bagus saya suka yang tidak saya suka adwlah adanya bugg,game ini sangat bagus saya suka yang tidak saya suka adwlah adanya bugg
Fitrya Dwie,5,2025-09-30 11:10:53,bagus untuk palyer elit cees,bagus untuk palyer elit cees
Arkhan Kelton,3,2025-09-30 11:08:57,musuh yang ga mati mati,musuh yang ga mati mati
delia Marfa,1,2025-09-30 11:07:29,gak bagus ihhhhhhhhhhh,gak bagus ihhhhhhhhhhh
Daeng Alusu,5,2025-09-30 11:06:47,efek minimal bintang 5 lah bos single dong karena bagus gamenya 😘😘😘😘😘,efek minimal bintang 5 lah bos single dong karena bagus gamenya 😘😘😘😘😘
Acon,5,2025-09-30 11:06:15,Oky sayang,oky sayang
Diysarla,4,2025-09-30 11:05:58,lumayan,lumayan
Michael Jackson,5,2025-09-30 11:05:32,bagus dan realistis,bagus dan realistis
akbar athirah,5,2025-09-30 11:04:27,bagus bisa buat set ambatukam,bagus bisa buat set ambatukam
WELDI Saputra,1,2025-09-30 11:01:31,kenapa bang Budi GK di kasih main epep,kenapa bang budi gk di kasih main epep
Daffa ibni Al akhwan,4,2025-09-30 11:00:35,Anjir rang gua langsung heroik,anjir rang gua langsung heroik
fadel khairulfikri,5,2025-09-30 10:58:54,menurut saya game nya seru apalagi bulan puasa pas pusreng bareng saudara sambil tunggu buka puasa atau tunggu sahur,menurut saya game nya seru apalagi bulan puasa pas pusreng bareng saudara sambil tunggu buka puasa atau tunggu sahur
Alby Luthfy,1,2025-09-30 10:58:45,game tolol bang Budi di blacklist,game tolol bang budi di blacklist
Rossa Maulana azrul,5,2025-09-30 10:58:10,Bagus sekali,bagus sekali
yuka pratiwi,5,2025-09-30 10:57:44,aku main FF udh dari kelas 3 dan pensi 1 tahun,aku main ff udh dari kelas 3 dan pensi 1 tahun
Sotarduga Manurung,5,2025-09-30 10:56:07,game ny seruuuu,game ny seruuuu
Bisma satria Pamungkas,1,2025-09-30 10:53:45,game ini gk jls saya berikan bintang satu karna panutan saya bang budi01 gaming kena blacklis cuma gara gara nerima endorsan game lain kecewa sama ni game,game ini gk jls saya berikan bintang satu karna panutan saya bang budi01 gaming kena blacklis cuma gara gara nerima endorsan game lain kecewa sama ni game
D Gundul20,5,2025-09-30 10:53:41,"seruuuu, tp g kyk dulu. tp ttp seruuuuu.","seruuuu, tp g kyk dulu. tp ttp seruuuuu."
Andrean,4,2025-09-30 10:53:16,"game nya enak dan bagus tapi sayang jarang hoki nickname game ""SM・Andree"" saya kalo mau di buat hoki min plis","game nya enak dan bagus tapi sayang jarang hoki nickname game ""sm・andree"" saya kalo mau di buat hoki min plis"
Jhhd Melia,1,2025-09-30 10:51:44,"KACANG LUPA KULIT, BANG BUDI DI BLACKLIST APLAH TANPA BG BUDI FF GA RAME GARENA KACANG LUPA KULIT KACANG LUPA KULIT","kacang lupa kulit, bang budi di blacklist aplah tanpa bg budi ff ga rame garena kacang lupa kulit kacang lupa kulit"
Abizar rozi17,1,2025-09-30 10:51:20,gak seru burik,gak seru burik
Galih Novriaji,1,2025-09-30 10:51:04,saya kasih bintang satu karna game nya kaku + grafisnya sangat burik sekian terima kasih,saya kasih bintang satu karna game nya kaku + grafisnya sangat burik sekian terima kasih
Sukiman Amin,5,2025-09-30 10:49:37,mantap,mantap
Hamzah Haz,5,2025-09-30 10:48:52,"jujur sejak dri awak sya main saya suka gamenya ,,,TPI masalah nya slalu pada bugnya,,senyal kadang merah,,pada saat masuk Masi ok,TPI ketika sdah di dalam gamenya apalagi saat lobi di br slalu saja patah2 sinyal kadang kembali otomatis,jdi tolong untuk diperlancar lagi bosku ,,dan saya sdah ksi bintang 5 itu","jujur sejak dri awak sya main saya suka gamenya ,,,tpi masalah nya slalu pada bugnya,,senyal kadang merah,,pada saat masuk masi ok,tpi ketika sdah di dalam gamenya apalagi saat lobi di br slalu saja patah2 sinyal kadang kembali otomatis,jdi tolong untuk diperlancar lagi bosku ,,dan saya sdah ksi bintang 5 itu"
Ahmad Hafidz,5,2025-09-30 10:44:37,gemnya sangat bagus,gemnya sangat bagus
Nayla RahmaGustinaa,5,2025-09-30 10:42:39,suka bangettt,suka bangettt
Kalvin Jangi,5,2025-09-30 10:39:39,sempurna,sempurna
Retzz tukang hayal,2,2025-09-30 10:38:20,bnyak bug,bnyak bug
hafizh wideka.s hafzx,3,2025-09-30 10:35:02,budi 01 gaming lu apain?,budi 01 gaming lu apain?
AHNAF SABAN ARASID,5,2025-09-30 10:34:06,"gw ga pake ap ap ngapain di blacklist si , gw gpke cheat ga pake glowal makro , gw laporin citer malah gw yang kena bl kocak banget 😹😹 , gw kasih bintang 5 , biar lu liat😹","gw ga pake ap ap ngapain di blacklist si , gw gpke cheat ga pake glowal makro , gw laporin citer malah gw yang kena bl kocak banget 😹😹 , gw kasih bintang 5 , biar lu liat😹"
Adittya,1,2025-09-30 10:32:35,game sngt bgus,game sngt bgus
Ilaa Amoraa,1,2025-09-30 10:20:54,gak jelas ini gem pas masuk malah hitam semua gak jelas emang,gak jelas ini gem pas masuk malah hitam semua gak jelas emang
yusuf Supriyadi,1,2025-09-30 10:19:20,gamenya bagus tapi tidak adil kalau main musuhnya jago jago tapi kalo tim saya bot bot gimana ni Garena,gamenya bagus tapi tidak adil kalau main musuhnya jago jago tapi kalo tim saya bot bot gimana ni garena
Nur Hayati,5,2025-09-30 10:09:54,karena bagus gamenya,karena bagus gamenya
Akun Ff,5,2025-09-30 10:09:04,Aku butuh sesui nick ku garena,aku butuh sesui nick ku garena
Akun Free fire1,1,2025-09-30 10:06:51,kocak,kocak
Kartini Raihan,5,2025-09-30 10:05:38,gem nya baguss banget tapi plis apded nya uang bagus,gem nya baguss banget tapi plis apded nya uang bagus
Nizam Nawawi,2,2025-09-30 10:04:49,aku main selalu bug demeg,aku main selalu bug demeg
Justin Harefa,1,2025-09-30 10:03:29,jelek,jelek
Tobia sulfanus Lahagu,5,2025-09-30 10:01:58,Sangat menghibur 💯,sangat menghibur 💯
Amat Starboy,5,2025-09-30 09:55:33,sangat menyenangkan,sangat menyenangkan
Muh Irsan,1,2025-09-30 09:53:28,karena ustadz pasti dahh tau,karena ustadz pasti dahh tau
Bulbul Duldul,4,2025-09-30 09:47:09,mantap gim nya,mantap gim nya
Anjay Mabr,1,2025-09-30 09:46:35,Geme rusak geme ngetak geme burik akun gw ga chit tiba tiba ke ban anyink t,geme rusak geme ngetak geme burik akun gw ga chit tiba tiba ke ban anyink t
Farakhan Fais,1,2025-09-30 09:45:33,KEMBALIKAN BANG BUDI 01 MAIN FREE FIRE,kembalikan bang budi 01 main free fire
Arif Anjay,5,2025-09-30 09:40:17,mantap diamond donk min,mantap diamond donk min
Franz Belotindos,1,2025-09-30 09:38:37,balikin akun bang Budi woi,balikin akun bang budi woi
Wayan Riva,1,2025-09-30 09:38:21,makin update makin rusak 🤬🤬,makin update makin rusak 🤬🤬
gilang Ramdani,5,2025-09-30 09:35:51,ok,ok
Alif Zidan,5,2025-09-30 09:30:36,"game ini punya banyak memori di kehidupan ku, kalo di ingat bisa nangis","game ini punya banyak memori di kehidupan ku, kalo di ingat bisa nangis"
Fahri Rizaki,5,2025-09-30 09:25:42,permainan ini sangat seruu banyak teman online yg bisa kita kenal walaupun beda daerah,permainan ini sangat seruu banyak teman online yg bisa kita kenal walaupun beda daerah
Ulfa Kina,5,2025-09-30 09:23:27,permainan free fire sangat bagus,permainan free fire sangat bagus
Albi Realme,5,2025-09-30 09:21:45,min kenapa gue kasih bintang 5 karena saya menyukai gem ff tapi akun saya hilang min dan saya tidak main lagi min,min kenapa gue kasih bintang 5 karena saya menyukai gem ff tapi akun saya hilang min dan saya tidak main lagi min
Rondo ndeso,3,2025-09-30 09:18:49,tidak bisa login di akun Facebook tolong di perbaiki segera,tidak bisa login di akun facebook tolong di perbaiki segera
ATAYA ASRIL PRATAMA,1,2025-09-30 09:18:47,game abk jir gw tiba tiba ngeleg padahal wifi bagus. gegaralu bintang gw turun pea tolol,game abk jir gw tiba tiba ngeleg padahal wifi bagus. gegaralu bintang gw turun pea tolol
Salsa Ardiyah,5,2025-09-30 09:17:28,kerenn bgtt akuu sukaa,kerenn bgtt akuu sukaa
stok Bot,1,2025-09-30 09:12:48,kenapa saya tidak bisa meng instal game ini,kenapa saya tidak bisa meng instal game ini
Emi Yulianti,1,2025-09-30 09:12:25,apalah epep tambah burik aja sekarang akun budi 0Geming kasihan ege totkoq,apalah epep tambah burik aja sekarang akun budi 0geming kasihan ege totkoq
Laode Asraf azhar,1,2025-09-30 09:10:24,gamenya gak bisa di mainin ni !!!,gamenya gak bisa di mainin ni !!!
Naufal Faqih,1,2025-09-30 09:08:35,masih agak kurang grafiknya Dan top up diamond nya masih sangat mahal,masih agak kurang grafiknya dan top up diamond nya masih sangat mahal
Ibrahim,5,2025-09-30 09:08:17,saya mau minta maaf karna kejadian tadi Gemini sangat bagus dan semoga adminnya sehat selalu Garena sekali lagi saya minta maaf🙏,saya mau minta maaf karna kejadian tadi gemini sangat bagus dan semoga adminnya sehat selalu garena sekali lagi saya minta maaf🙏
gusz Yrza,1,2025-09-30 09:07:37,garena seenaknya sama playernya liat budi01 gaming jadi pensi gara²lu,garena seenaknya sama playernya liat budi01 gaming jadi pensi gara²lu
Jumri Tinambunan,5,2025-09-30 09:07:34,suka seru,suka seru
Pengguna Februari,5,2025-09-30 09:06:48,sangat bagus,sangat bagus
Riko Saputra,4,2025-09-30 08:59:28,indonesia,indonesia
Pakonjan Farid,5,2025-09-30 08:57:00,enak geme nya,enak geme nya
Rohidin Rohman,5,2025-09-30 08:54:44,mantap,mantap
liaxzy hytam,1,2025-09-30 08:53:49,"kocak bgt suka bug onmic, error, jaringan 999+, patah patah, lag, gloo delay, mainnya emg seru tpi bnrin dulh lh ngtd, perbaiki dulu pls","kocak bgt suka bug onmic, error, jaringan 999+, patah patah, lag, gloo delay, mainnya emg seru tpi bnrin dulh lh ngtd, perbaiki dulu pls"
Marrisa Casilla Wijaya,5,2025-09-30 08:52:52,bagus,bagus
FERRY FADLI E-TIKET BANGKA,1,2025-09-30 08:52:43,kebanyakan player cheat,kebanyakan player cheat
Uda Buan,5,2025-09-30 08:52:34,mantap banget,mantap banget
Luminous Astra,2,2025-09-30 08:52:09,demage yang di terima sama yang di tembakan kadang ga sama,demage yang di terima sama yang di tembakan kadang ga sama
Indramayanti Ida,5,2025-09-30 08:43:09,sangat keren game ff ini,sangat keren game ff ini
Faiz Ahmad Mubarok,5,2025-09-30 08:42:08,sangat terbantu,sangat terbantu
Yanto Irham,1,2025-09-30 08:40:42,"Gk ada pintunya, klo ada pintu kasih ⭐ 5","gk ada pintunya, klo ada pintu kasih ⭐ 5"
Raka Arman,5,2025-09-30 08:33:59,sangat luar biasa,sangat luar biasa
Felisa Nur,5,2025-09-30 08:29:31,cinta epep,cinta epep
Selina Gomes,5,2025-09-30 08:29:18,100% bagus sekali,100% bagus sekali
Julie Anto,5,2025-09-30 08:28:26,Kembalikan pik yang dulu Pliss,kembalikan pik yang dulu pliss
Ri An,1,2025-09-30 08:22:24,akun aku kenapa di ban aku gak pake cit atau panel kenapa aku kasih bintang satu ada yang cit terus ada yang pake panel dan selainya tolong akun aku akun aku gak pake cit ya dan ini nama akunya SN.RZ#VN tolong ya garena,akun aku kenapa di ban aku gak pake cit atau panel kenapa aku kasih bintang satu ada yang cit terus ada yang pake panel dan selainya tolong akun aku akun aku gak pake cit ya dan ini nama akunya sn.rz#vn tolong ya garena
Rehan,5,2025-09-30 08:16:39,papa aku pun main ff,papa aku pun main ff
itta,5,2025-09-30 08:11:12,MAAF TETAPI FF MUSUH NYA TERLALU SUSAH MAAF🙏🙏🙏,maaf tetapi ff musuh nya terlalu susah maaf🙏🙏🙏
Jeand,5,2025-09-30 08:07:10,Free Fire max nya keren Garena aku saranin Untuk Mengadain Mode offline Biar KLO GK ad Kouta bisa main.,free fire max nya keren garena aku saranin untuk mengadain mode offline biar klo gk ad kouta bisa main.
Sukaedah Atang,1,2025-09-30 08:06:37,"game burik gajelas depan wifi pun ga menjamin bakalan lancar main, jangan dowloand","game burik gajelas depan wifi pun ga menjamin bakalan lancar main, jangan dowloand"
Kristiana Dewi,5,2025-09-30 08:02:17,basgua banget FF karena aku akhirnya bisa boyah di BR rangket🥰,basgua banget ff karena aku akhirnya bisa boyah di br rangket🥰
Admin Ahmadlaega,2,2025-09-30 08:00:15,coba peak old di kembalikan,coba peak old di kembalikan
Ci That,5,2025-09-30 07:55:12,bagus,bagus
trisatya loka Syahputra,1,2025-09-30 07:54:52,game ini sangat jelek,game ini sangat jelek
Minarti Munawarah,1,2025-09-30 07:50:44,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah
Sema Aja,3,2025-09-30 07:48:55,main nya selalu ngelek dan jaringanya jelek,main nya selalu ngelek dan jaringanya jelek
Muh nur Qolby,5,2025-09-30 07:48:48,game paling terbaik di dunia,game paling terbaik di dunia
Rizki Rizki,1,2025-09-30 07:48:33,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw APUS ff burikk,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw apus ff burikk
Rezz Kemang,2,2025-09-30 07:47:13,sAnGAt. TIdaK ;boLwEH di DoWnloDe. kARENa. adA bOKeP Nya☠️☠️☠️💀💀👽👽,sangat. tidak ;bolweh di downlode. karena. ada bokep nya☠️☠️☠️💀💀👽👽
Susi Sitopu,5,2025-09-30 07:46:11,Karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya Garena plisss gue palyer gratisan soalnya hehehe,karena gamenya bagus dan banyak eventnya keren tapi tolong kasih lebih banyak bundle gratisan yang langka ya garena plisss gue palyer gratisan soalnya hehehe
Maria Alik salenda,4,2025-09-30 07:43:18,Ini bagus serta enak di main ka,ini bagus serta enak di main ka
Marsel,1,2025-09-30 07:42:22,game rusak jaringa bagus ngga biasah login gg,game rusak jaringa bagus ngga biasah login gg
Rofiq Jabrik,5,2025-09-30 07:42:10,sangat bagus!!!!!ni game,sangat bagus!!!!!ni game
Nesia Azzahra,5,2025-09-30 07:26:56,prime turn weee,prime turn weee
Alfat Alfat,5,2025-09-30 07:25:12,Diamond,diamond
Dimas Sinaga,5,2025-09-30 07:23:49,Bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ff.sekarang ada ifen baru SG Aurora gratis,bagus tapi bagiku gk mslh sama dengan sifatnya yang sabar yo mending beli mobil ff.sekarang ada ifen baru sg aurora gratis
Muhammad Rizki Arfiandi,1,2025-09-30 07:23:36,jelk,jelk
Ainsyah Mila,5,2025-09-30 07:23:09,Karena. hebat,karena. hebat
Cendrawani,3,2025-09-30 07:19:09,"tolong, pihak Garena perbaiki lah sistem sinyal nya, tolong lah agar player ff senang, nyama, jadi tolong lah pihak Garena perbaiki sinyalnya, padahal jaringanya bagus lohh tapi sinyal nya 999+ tolong yah pihak Garena🥲😔","tolong, pihak garena perbaiki lah sistem sinyal nya, tolong lah agar player ff senang, nyama, jadi tolong lah pihak garena perbaiki sinyalnya, padahal jaringanya bagus lohh tapi sinyal nya 999+ tolong yah pihak garena🥲😔"
Adittya Barus,5,2025-09-30 07:14:51,mantqp,mantqp
Kevin raka Kevin,1,2025-09-30 07:13:35,Sya sangat suka dengan geme ini knp saya kasih bintang 1 kerena garena selalu apdet tolong garena jangan apdet lagi ya,sya sangat suka dengan geme ini knp saya kasih bintang 1 kerena garena selalu apdet tolong garena jangan apdet lagi ya
Ardiansyah Saputra,5,2025-09-30 07:13:27,mantap,mantap
Arfan M,4,2025-09-30 06:52:25,kasih pencerahan dan support buat penggemar game free fayer,kasih pencerahan dan support buat penggemar game free fayer
Hariyono 04,5,2025-09-30 06:49:25,min sg OPM keluarin,min sg opm keluarin
Hiras Tinambunan,5,2025-09-30 06:48:56,akun sultan DM 20000000000000 esge 50 bandel Leng kap baju celana tas sayap emot banyak,akun sultan dm 20000000000000 esge 50 bandel leng kap baju celana tas sayap emot banyak
Wira Hardiansyah,2,2025-09-30 06:46:47,game burik kaku scope kedut kedut scope PNG perang spam glowal 😹😹,game burik kaku scope kedut kedut scope png perang spam glowal 😹😹
Name_,1,2025-09-30 06:45:42,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki Garena mau kalau tidak diperbaiki saya pensi loh,itu saya sudah dekat wifi semua pakai itu semua semua geme lancar tapi ini beda padalan sinyal bagus tapi kayak ngelag cepetan diperbaiki garena mau kalau tidak diperbaiki saya pensi loh
Dewi Maemunah,5,2025-09-30 06:43:04,bagus tapi sering ngeleg,bagus tapi sering ngeleg
"R, Sianipar",5,2025-09-30 06:34:56,gem yg paling aku suka,gem yg paling aku suka
Deni Denisangalolo,5,2025-09-30 06:30:16,game apaan niii!!! kok bagus amattt🧢🧢,game apaan niii!!! kok bagus amattt🧢🧢
Rina Nose,1,2025-09-30 06:28:32,Garena as kasi musuh pro pro tapi tim nya gob,garena as kasi musuh pro pro tapi tim nya gob
Golinho,5,2025-09-30 06:20:40,terima kasih untuk ff sadah menemaniku dari tahu 2013,terima kasih untuk ff sadah menemaniku dari tahu 2013
decha,5,2025-09-30 06:13:54,menghibur untuk gakada kerjaan di rumah maupun diluar rumah,menghibur untuk gakada kerjaan di rumah maupun diluar rumah
Sarifah Hasibuan,5,2025-09-30 06:12:28,aku game ini sangat enak dimainkan,aku game ini sangat enak dimainkan
Riki Danil,5,2025-09-30 06:07:44,mantap,mantap
Nabil Zulhakim,5,2025-09-30 05:58:00,"game seru, hoki","game seru, hoki"
botkilff,2,2025-09-30 05:54:40,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi,seru sih tapi ada kaga ngotak jd aku hapus lagi nanti puasa aku download lagi
Akmal Lathif,5,2025-09-30 05:54:06,gem nya keren banget 😁😁😁😁😁,gem nya keren banget 😁😁😁😁😁
Kiki Najah saputra,5,2025-09-30 05:53:42,gg mang,gg mang
irval roge,5,2025-09-30 05:50:50,aku mu esge riper,aku mu esge riper
Naura Lestari,5,2025-09-30 05:47:19,aneh banget sih padahal sinyal bagus tapi eror terus 😭,aneh banget sih padahal sinyal bagus tapi eror terus 😭
Suriani Ani,5,2025-09-30 05:47:00,gamenya bagus lumayan,gamenya bagus lumayan
Xioami Ponsel,5,2025-09-30 05:46:55,ff memang terbaik,ff memang terbaik
Alfin febri,5,2025-09-30 05:46:02,bagus banget gem nya,bagus banget gem nya
putra,5,2025-09-30 05:45:21,menyenangkan,menyenangkan
Anca Susilo,4,2025-09-30 05:43:27,sangat memuaskan,sangat memuaskan
